periodo,indicador,valor,unidade,categoria,documento,url_origem,pagina,data_coleta
1T24,Processamento de dados,-758.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,Processamento de dados,-785.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
Dez/24,Produtos de Compromissada1,12536.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Produtos de Compromissada1,13689.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
1T24,"Propaganda, promoções e publicidade",-217.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,"Propaganda, promoções e publicidade",-164.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
1T24,Provisões para contingências,-924.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
4T24,Provisões para contingências,-928.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,"R$ 244.848 milhões, estável em três meses e",76.0,%,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,23,2026-08-14
Mar/24,"R$ 244.848 milhões, estável em três meses e",40.0,%,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,23,2026-08-14
Mar/25,"R$ 244.848 milhões, estável em três meses e",74.0,%,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,23,2026-08-14
Dez/24,Recursos de Aceites e Emissão de Títulos,169527.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Recursos de Aceites e Emissão de Títulos,164264.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Relações Interdependências,5971.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Relações Interdependências,4569.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Relações Interfinanceiras,119060.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Relações Interfinanceiras,118608.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
1T24,Remuneração2,-2293.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,Remuneração2,-2132.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
Dez/24,Repasses,7503.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Repasses,7850.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
1T24,Resultado de cartões,-435.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
4T24,Resultado de cartões,-452.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Risco Operacional,73148.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Risco Operacional,60643.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Risco de Crédito,604366.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Risco de Crédito,603287.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Risco de Mercado,48127.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Risco de Mercado,43524.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
1T24,Seguros,1050.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,14,2026-08-14
4T24,Seguros,1028.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,14,2026-08-14
1T24,"Serviços de Terceiros, Transportes, Segurança e Sistema Financeiro",-922.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,"Serviços de Terceiros, Transportes, Segurança e Sistema Financeiro",-952.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
1T24,Spread (a.a.),10.49,%,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,13,2026-08-14
4T24,Spread (a.a.),10.51,%,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,13,2026-08-14
1T24,Subtotal,-2634.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,Subtotal,-2570.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
Dez/24,Total,546265.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Mar/24,Total,549657.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Dez/24,Total Crédito Clientes4 (C),614796.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Total Crédito Clientes4 (C),617590.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Total de Captações e Fundos,1162955.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Total de Captações e Fundos,1145053.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
1T24,Treinamento,-18.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,Treinamento,-21.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
Dez/24,Títulos e Valores Mobiliários e Instrumentos Financeiros Derivativos,122467.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Títulos e Valores Mobiliários e Instrumentos Financeiros Derivativos,322945.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Títulos privados,68530.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Mar/24,Títulos privados,67933.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
1T24,Volume,596124.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,13,2026-08-14
4T24,Volume,605630.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,13,2026-08-14
Dez/24,nossa carteira ampliada de Pessoa Jurídica era,319685.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,23,2026-08-14
Mar/24,nossa carteira ampliada de Pessoa Jurídica era,120.0,%,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,23,2026-08-14
Mar/25,nossa carteira ampliada de Pessoa Jurídica era,330125.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,23,2026-08-14
1T24,"Água, Energia e Gás",-41.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,"Água, Energia e Gás",-43.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
1T24,Índice de cobertura (Estágio,109.5,%,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,ROAA gerencial,1.2,%,Rentabilidade,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,ROAA gerencial,1.2,%,Rentabilidade,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,ROAE gerencial,17.6,%,Rentabilidade,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,ROAE gerencial,17.4,%,Rentabilidade,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
