periodo,indicador,valor,unidade,categoria,documento,url_origem,pagina,data_coleta
1T24,Corretagem e Colocação de Títulos,421.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,14,2026-08-14
4T24,Corretagem e Colocação de Títulos,398.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,14,2026-08-14
Dez/24,Crédito Imobiliário,68094.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Crédito Imobiliário,67346.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Dez/24,Crédito Pessoal/Outros,38549.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Crédito Pessoal/Outros,38714.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Dez/24,Crédito Rural,10399.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Crédito Rural,10666.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
1T24,Depreciações e Amortizações1,-830.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,Depreciações e Amortizações1,-814.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
Dez/24,Depósitos a prazo,381500.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Depósitos a prazo,390230.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Depósitos à vista,50436.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Depósitos à vista,41355.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Disponibilidades,14117.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Disponibilidades,17505.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Dívida subordinada,23659.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Dívida subordinada,23342.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
1T24,Encargos,-536.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,Encargos,-602.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
Dez/24,Financiamento ao consumo,83547.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Mar/24,Financiamento ao consumo,83029.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
1T24,Fundos e previdência,120.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,14,2026-08-14
4T24,Fundos e previdência,150.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,14,2026-08-14
Dez/24,Fundos3,439745.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Fundos3,429432.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Grandes Empresas,132331.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Mar/24,Grandes Empresas,135358.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Dez/24,Imobilizado de Uso,4764.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Imobilizado de Uso,4943.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
1T24,Imposto de renda e contribuição social,-1177.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Imposto de renda e contribuição social,-823.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
Dez/24,Instrumentos Financeiros Derivativos,29066.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Instrumentos Financeiros Derivativos,34948.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Intangível,7806.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Intangível,8122.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Investimentos,2890.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Investimentos,2877.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,LCI e LCA,78340.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,LCI e LCA,78246.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,LF e outros2,73887.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,LF e outros2,64555.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Leasing / Veículos,8576.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Leasing / Veículos,9098.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
1T24,Manutenção e conservação de bens,-77.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,Manutenção e conservação de bens,-62.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
1T24,Margem de produtos,15179.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,13,2026-08-14
4T24,Margem de produtos,15108.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,13,2026-08-14
1T24,Material,-32.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
4T24,Material,-27.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,19,2026-08-14
Dez/24,Obrigações por Empréstimos,115360.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Obrigações por Empréstimos,109791.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Obrigações por Repasses do País - Instituições Oficiais,8879.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Obrigações por Repasses do País - Instituições Oficiais,8936.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Obrigações por Repasses/Empréstimos - país,8910.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Obrigações por Repasses/Empréstimos - país,8941.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
1T24,Outras,245.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,14,2026-08-14
4T24,Outras,246.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,14,2026-08-14
Dez/24,Outras Obrigações,152796.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Outras Obrigações,274876.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
1T24,Outras Receitas e Despesas Operacionais,-2271.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
4T24,Outras Receitas e Despesas Operacionais,-2126.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
1T24,Outras Receitas/Despesas Operacionais,-2271.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Outras Receitas/Despesas Operacionais,-2126.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
Dez/24,Outros Créditos,203860.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Outros Créditos,323160.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Outros Valores e Bens,3145.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Outros Valores e Bens,2398.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Participação dos Acionistas Minoritários,1958.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Participação dos Acionistas Minoritários,1250.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
1T24,Participações de acionistas minoritários,-73.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Participações de acionistas minoritários,-64.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
Dez/24,Passivo Circulante e Exigível a Longo Prazo,1142138.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Passivo Circulante e Exigível a Longo Prazo,1243244.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Patrimônio de Referência,104100.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Patrimônio de Referência,101051.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Pequenas e Médias Empresas,77984.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Mar/24,Pequenas e Médias Empresas,76636.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Dez/24,Permanente,15459.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Permanente,15941.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Dez/24,Pessoa Física,252404.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Mar/24,Pessoa Física,254633.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,21,2026-08-14
Dez/24,Pessoa física,70755.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Pessoa física,70910.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Dez/24,Pessoa física1,252404.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Pessoa física1,254633.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Dez/24,Pessoa jurídica,12792.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Pessoa jurídica,12120.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Dez/24,Pessoa jurídica1,210315.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Mar/24,Pessoa jurídica1,211994.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,22,2026-08-14
Dez/24,Poupança,54786.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Poupança,57453.0,número,Outros,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
